mun_cod;municipio;uf;pais
310310;ANTONIO PRADO DE MINAS;MG;Brasil
310900;BRUMADINHO;MG;Brasil
311370;CARLOS CHAGAS;MG;Brasil
311820;CONQUISTA;MG;Brasil
312200;DIVINO;MG;Brasil
430215;BOA VISTA DAS MISSOES;RS;Brasil
430220;BOA VISTA DO BURICA;RS;Brasil
430225;BOA VISTA DO SUL;RS;Brasil
430230;BOM JESUS;RS;Brasil
430237;BOM PROGRESSO;RS;Brasil
430240;BOM RETIRO DO SUL;RS;Brasil
430258;BOZANO;RS;Brasil
430260;BRAGA;RS;Brasil
430280;CACAPAVA DO SUL;RS;Brasil
430300;CACHOEIRA DO SUL;RS;Brasil
430310;CACHOEIRINHA;RS;Brasil
430320;CACIQUE DOBLE;RS;Brasil
522028;SAO PATRICIO;GO;Brasil
522050;SERRANOPOLIS;GO;Brasil
522070;SITIO D'ABADIA;GO;Brasil
522119;TEREZOPOLIS DE GOIAS;GO;Brasil
522150;TURVANIA;GO;Brasil
522170;URUANA;GO;Brasil
522185;VALPARAISO DE GOIAS;GO;Brasil
522220;VILA BOA;GO;Brasil
530010;BRASILIA;DF;Brasil
530020;BRAZLANDIA;DF;Brasil
530050;CRUZEIRO;DF;Brasil
530080;LAGO NORTE;DF;Brasil
530100;NUCLEO BANDEIRANTE;DF;Brasil
530135;RIACHO FUNDO;DF;Brasil
530160;SAO SEBASTIAO;DF;Brasil
510454;ITANHANGA;MT;Brasil
500390;FIGUEIRAO;MS;Brasil
313630;JOAO PINHEIRO;MG;Brasil
313657;JOSENOPOLIS;MG;Brasil
313680;JURAMENTO;MG;Brasil
313730;LAGOA DOS PATOS;MG;Brasil
313760;LAGOA SANTA;MG;Brasil
313810;LASSANCE;MG;Brasil
313840;LEOPOLDINA;MG;Brasil
313865;LONTRA;MG;Brasil
313900;MACHADO;MG;Brasil
313920;MALACACHETA;MG;Brasil
313990;MARIA DA FE;MG;Brasil
314015;MARIO CAMPOS;MG;Brasil
314055;MATA VERDE;MG;Brasil
314080;MATIAS BARBOSA;MG;Brasil
314120;MATUTINA;MG;Brasil
314160;MERCES;MG;Brasil
314180;MINAS NOVAS;MG;Brasil
314225;MIRAVANIA;MG;Brasil
314270;MONTALVANIA;MG;Brasil
314315;MONTE FORMOSO;MG;Brasil
314345;MONTEZUMA;MG;Brasil
314360;MORRO DA GARCA;MG;Brasil
314435;NAQUE;MG;Brasil
314440;NATERCIA;MG;Brasil
314480;NOVA LIMA;MG;Brasil
314510;NOVA RESENDE;MG;Brasil
314537;NOVORIZONTE;MG;Brasil
314545;OLHOS-D'AGUA;MG;Brasil
314580;ONCA DE PITANGUI;MG;Brasil
314620;OURO VERDE DE MINAS;MG;Brasil
314640;PAINEIRAS;MG;Brasil
314675;PALMOPOLIS;MG;Brasil
314750;PASSABEM;MG;Brasil
314795;PATIS;MG;Brasil
314850;PAVAO;MG;Brasil
314870;PEDRA AZUL;MG;Brasil
314890;PEDRA DO INDAIA;MG;Brasil
314940;PEDRO TEIXEIRA;MG;Brasil
314980;PERDIZES;MG;Brasil
315010;PIAU;MG;Brasil
315053;PINGO-D'AGUA;MG;Brasil
315070;PIRAJUBA;MG;Brasil
315110;PIRAPETINGA;MG;Brasil
315150;PIUMHI;MG;Brasil
315190;POCRANE;MG;Brasil
315213;PONTO CHIQUE;MG;Brasil
315250;POUSO ALEGRE;MG;Brasil
315280;PRATA;MG;Brasil
315350;ALTO JEQUITIBA;MG;Brasil
315400;RAUL SOARES;MG;Brasil
315420;RESENDE COSTA;MG;Brasil
315480;RIO ACIMA;MG;Brasil
315520;RIO ESPERA;MG;Brasil
315570;RIO PIRACICABA;MG;Brasil
315610;RITAPOLIS;MG;Brasil
315640;ROMARIA;MG;Brasil
315680;SABINOPOLIS;MG;Brasil
315727;SANTA BARBARA DO MONTE VERDE;MG;Brasil
315765;SANTA HELENA DE MINAS;MG;Brasil
315810;SANTA MARIA DO SALTO;MG;Brasil
315895;SANTANA DO PARAISO;MG;Brasil
315930;SANTA RITA DE JACUTINGA;MG;Brasil
316250;SAO JOAO DEL REI;MG;Brasil
316350;SAO JOSE DO JACURI;MG;Brasil
316520;SAO THOME DAS LETRAS;MG;Brasil
316690;SERRANIA;MG;Brasil
316730;SILVEIRANIA;MG;Brasil
313655;JOSE RAYDAN;MG;Brasil
314470;NOVA ERA;MG;Brasil
315490;RIO CASCA;MG;Brasil
231050;PEDRA BRANCA;CE;Brasil
290405;BONITO;BA;Brasil
290740;CATOLANDIA;BA;Brasil
291110;FORMOSA DO RIO PRETO;BA;Brasil
291550;ITAJUIPE;BA;Brasil
292020;MALHADA;BA;Brasil
292465;PINTADAS;BA;Brasil
292840;SANTA RITA DE CASSIA;BA;Brasil
310560;BARBACENA;MG;Brasil
311400;CARMO DA MATA;MG;Brasil
312230;DIVINOPOLIS;MG;Brasil
312970;IBIRACI;MG;Brasil
313375;ITAU DE MINAS;MG;Brasil
351560;FERNANDO PRESTES;SP;Brasil
351770;GUARA;SP;Brasil
351930;IBATE;SP;Brasil
352090;IPAUSSU;SP;Brasil
352260;ITAPIRA;SP;Brasil
352430;JABOTICABAL;SP;Brasil
352610;JUQUIA;SP;Brasil
352780;LUPERCIO;SP;Brasil
353020;MIRANTE DO PARANAPANEMA;SP;Brasil
353270;NIPOA;SP;Brasil
353420;ORINDIUVA;SP;Brasil
110009;ESPIGAO D'OESTE;RO;Brasil
110033;NOVA MAMORE;RO;Brasil
110040;ALTO PARAISO;RO;Brasil
110092;CHUPINGUAIA;RO;Brasil
110120;MINISTRO ANDREAZZA;RO;Brasil
110149;SAO FRANCISCO DO GUAPORE;RO;Brasil
110160;THEOBROMA;RO;Brasil
110180;VALE DO PARAISO;RO;Brasil
120013;BUJARI;AC;Brasil
120030;FEIJO;AC;Brasil
120035;MARECHAL THAUMATURGO;AC;Brasil
120042;RODRIGUES ALVES;AC;Brasil
120050;SENA MADUREIRA;AC;Brasil
120080;PORTO ACRE;AC;Brasil
130014;APUI;AM;Brasil
130030;AUTAZES;AM;Brasil
130068;BOA VISTA DO RAMOS;AM;Brasil
130083;CAAPIRANGA;AM;Brasil
130115;CAREIRO DA VARZEA;AM;Brasil
130150;ENVIRA;AM;Brasil
130185;IRANDUBA;AM;Brasil
130230;JUTAI;AM;Brasil
130255;MANAQUIRI;AM;Brasil
130280;MARAA;AM;Brasil
130320;NOVO AIRAO;AM;Brasil
130356;RIO PRETO DA EVA;AM;Brasil
130395;SAO SEBASTIAO DO UATUMA;AM;Brasil
130410;TAPAUA;AM;Brasil
130430;URUCARA;AM;Brasil
140005;ALTO ALEGRE;RR;Brasil
140023;CAROEBE;RR;Brasil
140040;NORMANDIA;RR;Brasil
140060;SAO LUIZ;RR;Brasil
150095;AURORA DO PARA;PA;Brasil
150125;BANNACH;PA;Brasil
150160;BONITO;PA;Brasil
150175;BREJO GRANDE DO ARAGUAIA;PA;Brasil
150215;CANAA DOS CARAJAS;PA;Brasil
150275;CONCORDIA DO PARA;PA;Brasil
150307;GARRAFAO DO NORTE;PA;Brasil
150345;IPIXUNA DO PARA;PA;Brasil
150375;JACAREACANGA;PA;Brasil
150405;MAE DO RIO;PA;Brasil
150460;MOCAJUBA;PA;Brasil
150503;NOVO PROGRESSO;PA;Brasil
150548;PACAJA;PA;Brasil
150563;PICARRA;PA;Brasil
150610;PRIMAVERA;PA;Brasil
150619;RUROPOLIS;PA;Brasil
150640;SANTA CRUZ DO ARARI;PA;Brasil
150700;SANTO ANTONIO DO TAUA;PA;Brasil
150780;SENADOR JOSE PORFIRIO;PA;Brasil
150797;TERRA SANTA;PA;Brasil
150820;VIGIA;PA;Brasil
160015;PEDRA BRANCA DO AMAPARI;AP;Brasil
160023;FERREIRA GOMES;AP;Brasil
160040;MAZAGAO;AP;Brasil
160080;VITORIA DO JARI;AP;Brasil
170035;ALIANCA DO TOCANTINS;TO;Brasil
170105;ANGICO;TO;Brasil
170190;ARAGUACEMA;TO;Brasil
170230;ARAPOEMA;TO;Brasil
170270;AURORA DO TOCANTINS;TO;Brasil
170305;BANDEIRANTES DO TOCANTINS;TO;Brasil
170370;BREJINHO DE NAZARE;TO;Brasil
170384;CAMPOS LINDOS;TO;Brasil
170390;CASEARA;TO;Brasil
170460;CHAPADA DE AREIA;TO;Brasil
170610;CRISTALANDIA;TO;Brasil
170700;DIANOPOLIS;TO;Brasil
170720;DOIS IRMAOS DO TOCANTINS;TO;Brasil
170765;FIGUEIROPOLIS;TO;Brasil
170830;GOIANORTE;TO;Brasil
170980;IPUEIRAS;TO;Brasil
171150;JAU DO TOCANTINS;TO;Brasil
171200;LAJEADO;TO;Brasil
171240;LIZARDA;TO;Brasil
171270;MATEIROS;TO;Brasil
171360;MONTE DO CARMO;TO;Brasil
171420;NATIVIDADE;TO;Brasil
171510;NOVO ACORDO;TO;Brasil
171550;OLIVEIRA DE FATIMA;TO;Brasil
171700;PINDORAMA DO TOCANTINS;TO;Brasil
171780;PONTE ALTA DO BOM JESUS;TO;Brasil
171840;PRESIDENTE KENNEDY;TO;Brasil
350980;CAMPOS NOVOS PAULISTA;SP;Brasil
350995;CANAS;SP;Brasil
351000;CANDIDO MOTA;SP;Brasil
351020;CAPAO BONITO;SP;Brasil
351030;CAPELA DO ALTO;SP;Brasil
351040;CAPIVARI;SP;Brasil
351070;CARDOSO;SP;Brasil
351080;CASA BRANCA;SP;Brasil
351120;CATIGUA;SP;Brasil
351130;CEDRAL;SP;Brasil
351160;CESARIO LANGE;SP;Brasil
351190;CLEMENTINA;SP;Brasil
351240;CORDEIROPOLIS;SP;Brasil
351250;COROADOS;SP;Brasil
351270;CORUMBATAI;SP;Brasil
351300;COTIA;SP;Brasil
351330;CRUZALIA;SP;Brasil
351340;CRUZEIRO;SP;Brasil
351360;CUNHA;SP;Brasil
351380;DIADEMA;SP;Brasil
351385;DIRCE REIS;SP;Brasil
351400;DOBRADA;SP;Brasil
351420;DOLCINOPOLIS;SP;Brasil
351440;DRACENA;SP;Brasil
351480;ELDORADO;SP;Brasil
351492;ELISIARIO;SP;Brasil
351510;EMBU-GUACU;SP;Brasil
351518;ESPIRITO SANTO DO PINHAL;SP;Brasil
351530;ESTRELA DO NORTE;SP;Brasil
351535;EUCLIDES DA CUNHA PAULISTA;SP;Brasil
351550;FERNANDOPOLIS;SP;Brasil
351565;FERNAO;SP;Brasil
351580;FLORA RICA;SP;Brasil
351590;FLOREAL;SP;Brasil
351600;FLORIDA PAULISTA;SP;Brasil
351640;FRANCO DA ROCHA;SP;Brasil
351685;GAVIAO PEIXOTO;SP;Brasil
351690;GENERAL SALGADO;SP;Brasil
351710;GLICERIO;SP;Brasil
351780;GUARACAI;SP;Brasil
351800;GUARANI D'OESTE;SP;Brasil
351820;GUARARAPES;SP;Brasil
351830;GUARAREMA;SP;Brasil
351850;GUAREI;SP;Brasil
351860;GUARIBA;SP;Brasil
351880;GUARULHOS;SP;Brasil
351890;GUZOLANDIA;SP;Brasil
351905;HOLAMBRA;SP;Brasil
351920;IACRI;SP;Brasil
351925;IARAS;SP;Brasil
351940;IBIRA;SP;Brasil
352040;ILHABELA;SP;Brasil
352050;INDAIATUBA;SP;Brasil
352060;INDIANA;SP;Brasil
352070;INDIAPORA;SP;Brasil
352100;IPERO;SP;Brasil
352110;IPEUNA;SP;Brasil
352120;IPORANGA;SP;Brasil
312595;FERVEDOURO;MG;Brasil
312990;IBITIURA DE MINAS;MG;Brasil
313505;JAIBA;MG;Brasil
316990;UBA;MG;Brasil
320080;BAIXO GUANDU;ES;Brasil
320440;RIO NOVO DO SUL;ES;Brasil
330227;JAPERI;RJ;Brasil
330620;VASSOURAS;RJ;Brasil
350395;ASPASIA;SP;Brasil
350820;BURITIZAL;SP;Brasil
351290;COSMORAMA;SP;Brasil
351990;IEPE;SP;Brasil
352380;ITOBI;SP;Brasil
352820;MACEDONIA;SP;Brasil
353280;NOVA ALIANCA;SP;Brasil
353900;PIRANGI;SP;Brasil
354325;RIBEIRAO GRANDE;SP;Brasil
354810;SANTO ANTONIO DO JARDIM;SP;Brasil
355350;TAPIRAI;SP;Brasil
410220;ATALAIA;PR;Brasil
410530;CEU AZUL;PR;Brasil
410820;FORMOSA DO OESTE;PR;Brasil
411360;LOBATO;PR;Brasil
411710;NOVA LONDRINA;PR;Brasil
412065;QUARTO CENTENARIO;PR;Brasil
412470;SAO JERONIMO DA SERRA;PR;Brasil
412800;UBIRATA;PR;Brasil
420220;BENEDITO NOVO;SC;Brasil
420530;FAXINAL DOS GUEDES;SC;Brasil
420985;LINDOIA DO SUL;SC;Brasil
421187;PAIAL;SC;Brasil
421520;ROMELANDIA;SC;Brasil
421850;TREZE TILIAS;SC;Brasil
430163;BALNEARIO PINHAL;RS;Brasil
430466;CAPAO DO LEAO;RS;Brasil
430645;DOIS LAJEADOS;RS;Brasil
430920;GRAVATAI;RS;Brasil
431335;NOVA ROMA DO SUL;RS;Brasil
431517;PROTASIO ALVES;RS;Brasil
431820;SAO FRANCISCO DE PAULA;RS;Brasil
432120;TAQUARA;RS;Brasil
432335;VILA LANGARO;RS;Brasil
500345;DEODAPOLIS;MS;Brasil
500840;VICENTINA;MS;Brasil
510410;GUARANTA DO NORTE;MT;Brasil
510718;RIBEIRAO CASCALHEIRA;MT;Brasil
520830;DIVINOPOLIS DE GOIAS;GO;Brasil
521390;MOSSAMEDES;GO;Brasil
521805;PORTEIRAO;GO;Brasil
522068;SIMOLANDIA;GO;Brasil
530180;TAGUATINGA;DF;Brasil
312590;FERROS;MG;Brasil
313640;JOAQUIM FELICIO;MG;Brasil
314053;MARTINS SOARES;MG;Brasil
314505;NOVA PORTEIRINHA;MG;Brasil
314950;PEQUERI;MG;Brasil
315440;RESSAQUINHA;MG;Brasil
315840;SANTANA DE CATAGUASES;MG;Brasil
316270;SAO JOAO DO PARAISO;MG;Brasil
316700;SERRANOS;MG;Brasil
355465;TORRE DE PEDRA;SP;Brasil
316570;SENADOR FIRMINO;MG;Brasil
250120;AREIAL;PB;Brasil
310120;AIURUOCA;MG;Brasil
352700;LINDOIA;SP;Brasil
431440;PELOTAS;RS;Brasil
314490;NOVA MODICA;MG;Brasil
210080;ANAPURUS;MA;Brasil
221170;WALL FERRAZ;PI;Brasil
260400;CARPINA;PE;Brasil
312800;GUANHAES;MG;Brasil
354805;SANTO ANTONIO DO ARACANGUA;SP;Brasil
420090;ANGELINA;SC;Brasil
430185;BARRA DO GUARITA;RS;Brasil
520420;CACHOEIRA DE GOIAS;GO;Brasil
410190;ASSAI;PR;Brasil
410300;BOA ESPERANCA;PR;Brasil
410304;BOA VENTURA DE SAO ROQUE;PR;Brasil
410360;CAMBARA;PR;Brasil
410380;CAMBIRA;PR;Brasil
410620;CONTENDA;PR;Brasil
410630;CORBELIA;PR;Brasil
410715;DIAMANTE D'OESTE;PR;Brasil
410720;DOIS VIZINHOS;PR;Brasil
410755;FAROL;PR;Brasil
410832;FRANCISCO ALVES;PR;Brasil
410920;GUARACI;PR;Brasil
411140;IVAI;PR;Brasil
411180;JACAREZINHO;PR;Brasil
411330;LARANJEIRAS DO SUL;PR;Brasil
411350;LOANDA;PR;Brasil
411373;LUIZIANA;PR;Brasil
411575;MAUA DA SERRA;PR;Brasil
411610;MOREIRA SALES;PR;Brasil
411725;NOVA PRATA DO IGUACU;PR;Brasil
411780;PALMITAL;PR;Brasil
411790;PALOTINA;PR;Brasil
411890;PEROLA;PR;Brasil
411965;PITANGUEIRAS;PR;Brasil
412020;PORTO RICO;PR;Brasil
412070;QUATIGUA;PR;Brasil
412175;RESERVA DO IGUACU;PR;Brasil
412240;ROLANDIA;PR;Brasil
412430;SANTO ANTONIO DO PARAISO;PR;Brasil
412480;SAO JOAO;PR;Brasil
412535;SAO JORGE DO PATROCINIO;PR;Brasil
412580;SAO PEDRO DO IVAI;PR;Brasil
412660;SIQUEIRA CAMPOS;PR;Brasil
412760;TIJUCAS DO SUL;PR;Brasil
420020;AGROLANDIA;SC;Brasil
420120;ANTONIO CARLOS;SC;Brasil
420127;ARABUTA;SC;Brasil
420209;BARRA BONITA;SC;Brasil
420285;BRACO DO TROMBUDO;SC;Brasil
420290;BRUSQUE;SC;Brasil
420415;CELSO RAMOS;SC;Brasil
420475;CUNHATAI;SC;Brasil
420510;DONA EMMA;SC;Brasil
420540;FLORIANOPOLIS;SC;Brasil
420580;GARUVA;SC;Brasil
420610;GRAO PARA;SC;Brasil
420665;GUATAMBU;SC;Brasil
420690;IBIRAMA;SC;Brasil
420757;IOMERE;SC;Brasil
420780;IRANI;SC;Brasil
420790;IRINEOPOLIS;SC;Brasil
420850;ITUPORANGA;SC;Brasil
420870;JACINTO MACHADO;SC;Brasil
420895;JARDINOPOLIS;SC;Brasil
420970;LEBON REGIS;SC;Brasil
421005;MACIEIRA;SC;Brasil
421040;MARACAJA;SC;Brasil
421100;MONDAI;SC;Brasil
421110;MONTE CASTELO;SC;Brasil
421120;MORRO DA FUMACA;SC;Brasil
421189;PAINEL;SC;Brasil
421920;VIDAL RAMOS;SC;Brasil
421223;PARAISO;SC;Brasil
421230;PAULO LOPES;SC;Brasil
421310;PIRATUBA;SC;Brasil
421320;POMERODE;SC;Brasil
421360;PORTO UNIAO;SC;Brasil
421440;RIO DAS ANTAS;SC;Brasil
421470;RIO DOS CEDROS;SC;Brasil
421545;SANGAO;SC;Brasil
421560;SANTA ROSA DE LIMA;SC;Brasil
421570;SANTO AMARO DA IMPERATRIZ;SC;Brasil
421580;SAO BENTO DO SUL;SC;Brasil
421670;SAO JOSE DO CEDRO;SC;Brasil
421680;SAO JOSE DO CERRITO;SC;Brasil
421760;SIDEROPOLIS;SC;Brasil
421770;SOMBRIO;SC;Brasil
421820;TIMBO;SC;Brasil
421875;TUNAPOLIS;SC;Brasil
421950;XANXERE;SC;Brasil
430005;AGUA SANTA;RS;Brasil
430047;ALMIRANTE TAMANDARE DO SUL;RS;Brasil
430057;ALTO FELIZ;RS;Brasil
430087;ARARICA;RS;Brasil
430107;ARROIO DO PADRE;RS;Brasil
430205;BENJAMIN CONSTANT DO SUL;RS;Brasil
430223;BOA VISTA DO INCRA;RS;Brasil
430250;BOSSOROCA;RS;Brasil
430330;CAIBATE;RS;Brasil
430355;CAMARGO;RS;Brasil
430420;CANDELARIA;RS;Brasil
430435;CANDIOTA;RS;Brasil
430467;CAPIVARI DO SUL;RS;Brasil
430512;CERRITO;RS;Brasil
430513;CERRO BRANCO;RS;Brasil
430544;CHUVISCA;RS;Brasil
430558;COLINAS;RS;Brasil
430570;CONDOR;RS;Brasil
261320;SAO JOAO;PE;Brasil
230730;JUAZEIRO DO NORTE;CE;Brasil
231350;TRAIRI;CE;Brasil
170710;DIVINOPOLIS DO TOCANTINS;TO;Brasil
150815;URUARA;PA;Brasil
420480;CURITIBANOS;SC;Brasil
150470;MOJU;PA;Brasil
150520;OEIRAS DO PARA;PA;Brasil
150796;TERRA ALTA;PA;Brasil
170360;BRASILANDIA DO TOCANTINS;TO;Brasil
171845;PUGMIL;TO;Brasil
250660;IBIARA;PB;Brasil
251200;POCINHOS;PB;Brasil
260250;BREJINHO;PE;Brasil
260850;LAGOA DO ITAENGA;PE;Brasil
261630;VICENCIA;PE;Brasil
270590;OLHO D'AGUA GRANDE;AL;Brasil
270130;CAJUEIRO;AL;Brasil
431164;LINHA NOVA;RS;Brasil
270380;JOAQUIM GOMES;AL;Brasil
520340;BOM JARDIM DE GOIAS;GO;Brasil
150442;MARITUBA;PA;Brasil
210340;COELHO NETO;MA;Brasil
230350;CASCAVEL;CE;Brasil
250400;CAMPINA GRANDE;PB;Brasil
270230;CORURIPE;AL;Brasil
231090;PIQUET CARNEIRO;CE;Brasil
261160;RECIFE;PE;Brasil
171630;PAU D'ARCO;TO;Brasil
211210;TIMBIRAS;MA;Brasil
330260;MANGARATIBA;RJ;Brasil
241500;VILA FLOR;RN;Brasil
320520;VILA VELHA;ES;Brasil
411720;NOVA OLIMPIA;PR;Brasil
291955;LUIS EDUARDO MAGALHAES;BA;Brasil
355550;UBIRAJARA;SP;Brasil
510794;TABAPORA;MT;Brasil
411080;IRETAMA;PR;Brasil
420675;IBIAM;SC;Brasil
421150;NOVA TRENTO;SC;Brasil
421825;TIMBO GRANDE;SC;Brasil
312430;ESPINOSA;MG;Brasil
270790;SANTA LUZIA DO NORTE;AL;Brasil
250820;LAGOA DE DENTRO;PB;Brasil
170770;FILADELFIA;TO;Brasil
291240;IBIPEBA;BA;Brasil
251350;SANTANA DE MANGUEIRA;PB;Brasil
421380;PRAIA GRANDE;SC;Brasil
251440;SAO JOSE DE ESPINHARAS;PB;Brasil
260800;JATAUBA;PE;Brasil
320460;SANTA TERESA;ES;Brasil
320465;SAO DOMINGOS DO NORTE;ES;Brasil
320490;SAO MATEUS;ES;Brasil
320500;SERRA;ES;Brasil
320506;VENDA NOVA DO IMIGRANTE;ES;Brasil
320510;VIANA;ES;Brasil
320517;VILA VALERIO;ES;Brasil
320530;VITORIA;ES;Brasil
330010;ANGRA DOS REIS;RJ;Brasil
330020;ARARUAMA;RJ;Brasil
330022;AREAL;RJ;Brasil
330030;BARRA DO PIRAI;RJ;Brasil
330045;BELFORD ROXO;RJ;Brasil
330050;BOM JARDIM;RJ;Brasil
330070;CABO FRIO;RJ;Brasil
330090;CAMBUCI;RJ;Brasil
330110;CANTAGALO;RJ;Brasil
330115;CARDOSO MOREIRA;RJ;Brasil
330120;CARMO;RJ;Brasil
330140;CONCEICAO DE MACABU;RJ;Brasil
330150;CORDEIRO;RJ;Brasil
330160;DUAS BARRAS;RJ;Brasil
330190;ITABORAI;RJ;Brasil
330200;ITAGUAI;RJ;Brasil
330205;ITALVA;RJ;Brasil
330210;ITAOCARA;RJ;Brasil
330230;LAJE DO MURIAE;RJ;Brasil
330245;MACUCO;RJ;Brasil
330250;MAGE;RJ;Brasil
330285;MESQUITA;RJ;Brasil
330310;NATIVIDADE;RJ;Brasil
330320;NILOPOLIS;RJ;Brasil
330340;NOVA FRIBURGO;RJ;Brasil
330395;PINHEIRAL;RJ;Brasil
330410;PORCIUNCULA;RJ;Brasil
330411;PORTO REAL;RJ;Brasil
330415;QUISSAMA;RJ;Brasil
330440;RIO CLARO;RJ;Brasil
330452;RIO DAS OSTRAS;RJ;Brasil
330480;SAO FIDELIS;RJ;Brasil
330510;SAO JOAO DE MERITI;RJ;Brasil
330513;SAO JOSE DE UBA;RJ;Brasil
330520;SAO PEDRO DA ALDEIA;RJ;Brasil
330540;SAPUCAIA;RJ;Brasil
330555;SEROPEDICA;RJ;Brasil
330575;TANGUA;RJ;Brasil
330590;TRAJANO DE MORAIS;RJ;Brasil
330600;TRES RIOS;RJ;Brasil
330615;VARRE-SAI;RJ;Brasil
330630;VOLTA REDONDA;RJ;Brasil
350030;AGUAI;SP;Brasil
350050;AGUAS DE LINDOIA;SP;Brasil
350070;AGUDOS;SP;Brasil
350075;ALAMBARI;SP;Brasil
350080;ALFREDO MARCONDES;SP;Brasil
350115;ALUMINIO;SP;Brasil
350130;ALVARES MACHADO;SP;Brasil
350160;AMERICANA;SP;Brasil
350180;AMERICO DE CAMPOS;SP;Brasil
350190;AMPARO;SP;Brasil
350210;ANDRADINA;SP;Brasil
350230;ANHEMBI;SP;Brasil
350240;ANHUMAS;SP;Brasil
350275;ARACARIGUAMA;SP;Brasil
350290;ARACOIABA DA SERRA;SP;Brasil
350310;ARANDU;SP;Brasil
350315;ARAPEI;SP;Brasil
350340;AREALVA;SP;Brasil
350350;AREIAS;SP;Brasil
350380;ARTUR NOGUEIRA;SP;Brasil
350390;ARUJA;SP;Brasil
350420;AURIFLAMA;SP;Brasil
350470;BALBINOS;SP;Brasil
350480;BALSAMO;SP;Brasil
350500;BARAO DE ANTONINA;SP;Brasil
350520;BARIRI;SP;Brasil
350530;BARRA BONITA;SP;Brasil
350550;BARRETOS;SP;Brasil
350560;BARRINHA;SP;Brasil
350600;BAURU;SP;Brasil
350610;BEBEDOURO;SP;Brasil
350635;BERTIOGA;SP;Brasil
350640;BILAC;SP;Brasil
350650;BIRIGUI;SP;Brasil
350670;BOA ESPERANCA DO SUL;SP;Brasil
350690;BOFETE;SP;Brasil
350730;BORACEIA;SP;Brasil
350745;BOREBI;SP;Brasil
350750;BOTUCATU;SP;Brasil
350780;BRODOWSKI;SP;Brasil
350790;BROTAS;SP;Brasil
350830;CABRALIA PAULISTA;SP;Brasil
350880;CAFELANDIA;SP;Brasil
350900;CAIEIRAS;SP;Brasil
350920;CAJAMAR;SP;Brasil
350945;CAMPINA DO MONTE ALEGRE;SP;Brasil
350970;CAMPOS DO JORDAO;SP;Brasil
354950;SAO JOSE DA BELA VISTA;SP;Brasil
354970;SAO JOSE DO RIO PARDO;SP;Brasil
354995;SAO LOURENCO DA SERRA;SP;Brasil
355020;SAO MIGUEL ARCANJO;SP;Brasil
355030;SAO PAULO;SP;Brasil
355070;SAO SEBASTIAO;SP;Brasil
355080;SAO SEBASTIAO DA GRAMA;SP;Brasil
355100;SAO VICENTE;SP;Brasil
355120;SARUTAIA;SP;Brasil
355130;SEBASTIANOPOLIS DO SUL;SP;Brasil
355170;SERTAOZINHO;SP;Brasil
355180;SETE BARRAS;SP;Brasil
355200;SILVEIRAS;SP;Brasil
355240;SUMARE;SP;Brasil
355255;SUZANAPOLIS;SP;Brasil
355260;TABAPUA;SP;Brasil
355300;TAGUAI;SP;Brasil
355310;TAIACU;SP;Brasil
355370;TAQUARITINGA;SP;Brasil
355380;TAQUARITUBA;SP;Brasil
355390;TARABAI;SP;Brasil
355400;TATUI;SP;Brasil
355410;TAUBATE;SP;Brasil
355450;TIETE;SP;Brasil
355475;TRABIJU;SP;Brasil
355480;TREMEMBE;SP;Brasil
355500;TUPA;SP;Brasil
355510;TUPI PAULISTA;SP;Brasil
355520;TURIUBA;SP;Brasil
355560;UCHOA;SP;Brasil
355590;URU;SP;Brasil
355600;URUPES;SP;Brasil
355620;VALINHOS;SP;Brasil
355635;VARGEM;SP;Brasil
355640;VARGEM GRANDE DO SUL;SP;Brasil
355695;VITORIA BRASIL;SP;Brasil
355715;ZACARIAS;SP;Brasil
355720;CHAVANTES;SP;Brasil
410020;ADRIANOPOLIS;PR;Brasil
410030;AGUDOS DO SUL;PR;Brasil
410045;ALTAMIRA DO PARANA;PR;Brasil
410050;ALTONIA;PR;Brasil
410080;ALVORADA DO SUL;PR;Brasil
410090;AMAPORA;PR;Brasil
410110;ANDIRA;PR;Brasil
410115;ANGULO;PR;Brasil
410130;ANTONIO OLINTO;PR;Brasil
410140;APUCARANA;PR;Brasil
410150;ARAPONGAS;PR;Brasil
410170;ARARUNA;PR;Brasil
410200;ASSIS CHATEAUBRIAND;PR;Brasil
410240;BANDEIRANTES;PR;Brasil
410260;BARRACAO;PR;Brasil
410270;BARRA DO JACARE;PR;Brasil
410280;BELA VISTA DO PARAISO;PR;Brasil
410290;BITURUNA;PR;Brasil
410305;BOA VISTA DA APARECIDA;PR;Brasil
410315;BOM JESUS DO SUL;PR;Brasil
410320;BOM SUCESSO;PR;Brasil
410330;BORRAZOPOLIS;PR;Brasil
410335;BRAGANEY;PR;Brasil
410340;CAFEARA;PR;Brasil
410345;CAFELANDIA;PR;Brasil
410370;CAMBE;PR;Brasil
410395;CAMPINA DO SIMAO;PR;Brasil
410400;CAMPINA GRANDE DO SUL;PR;Brasil
410410;CAMPO DO TENENTE;PR;Brasil
410425;CAMPO MAGRO;PR;Brasil
410430;CAMPO MOURAO;PR;Brasil
410440;CANDIDO DE ABREU;PR;Brasil
410450;CAPANEMA;PR;Brasil
410460;CAPITAO LEONIDAS MARQUES;PR;Brasil
410480;CASCAVEL;PR;Brasil
410490;CASTRO;PR;Brasil
410560;CIDADE GAUCHA;PR;Brasil
